,A,B,Toss_Winner,Top Batsmen Points(Team A),Top Batsmen Points(Team B),Top Baller Points(Team A),Top Baller Points(Team B),Match Won after winning Toss Team A,Match Won after winning Toss Team B,runs in pp team a,runs in pp team b,Run Rate(Team A),Run Rate(Team B),Most Value Player Points(Team A),Most Value Player Points(Team B),Win ratio (Team A),Win ratio (Team B),Team A Ground,Team B Ground,winner
45,9,0,0,0.21750000000000003,0.9625000000000001,0.30980861244019137,0.5143540669856459,0.0,0.0,0.22666666666666668,0.4,-1.16,-0.192,0.5396246089676747,0.7090719499478624,0.0,0.0,0,1,0
46,2,6,1,0.48750000000000004,0.9550000000000003,0.5610047846889952,0.4832535885167464,0.0,0.0,0.37333333333333335,0.6476190476190476,-0.467,0.509,0.6235662148070907,0.7580813347236706,0.0,0.0,0,0,1
47,7,1,1,0.3350000000000002,0.28500000000000014,0.9999999999999999,0.5454545454545454,0.0,0.0,0.10666666666666669,0.4190476190476191,0.57,0.342,0.7549530761209593,0.5396246089676747,0.0,0.0,0,0,1
48,11,0,0,0.55,0.9625000000000001,0.5227272727272727,0.5143540669856459,0.0,0.0,0.36000000000000004,0.7047619047619048,0.632,-0.192,0.9562043795620438,0.7090719499478624,0.0,0.0,0,1,0
49,2,9,0,0.48750000000000004,0.21750000000000003,0.5610047846889952,0.30980861244019137,0.0,0.0,0.6000000000000001,0.5333333333333334,-0.467,-1.16,0.6235662148070907,0.5396246089676747,0.0,0.0,0,0,1
50,6,4,0,0.9550000000000003,0.28500000000000014,0.4832535885167464,0.7129186602870813,0.0,0.0,0.6933333333333334,0.6190476190476191,0.509,-0.147,0.7580813347236706,0.5364963503649636,0.0,0.0,0,1,1
51,7,11,1,0.3350000000000002,0.55,0.9999999999999999,0.5227272727272727,0.0,0.0,0.4133333333333334,0.31428571428571433,0.57,0.632,0.7549530761209593,0.9562043795620438,0.0,0.0,0,1,1
52,2,0,0,0.48750000000000004,0.9625000000000001,0.5610047846889952,0.5143540669856459,0.0,0.0,0.4266666666666667,0.48571428571428577,-0.467,-0.192,0.6235662148070907,0.7090719499478624,0.0,0.0,0,0,1
53,9,7,1,0.21750000000000003,0.3350000000000002,0.30980861244019137,0.9999999999999999,0.0,0.0,0.1866666666666667,0.34285714285714286,-1.16,0.57,0.5396246089676747,0.7549530761209593,0.0,0.0,1,0,1
54,6,11,1,0.9550000000000003,0.55,0.4832535885167464,0.5227272727272727,0.0,0.0,0.14666666666666667,0.4190476190476191,0.509,0.632,0.7580813347236706,0.9562043795620438,0.0,0.0,0,0,0
55,11,1,1,0.55,0.28500000000000014,0.5227272727272727,0.5454545454545454,0.0,0.0,0.5733333333333335,0.2666666666666667,0.632,0.342,0.9562043795620438,0.5396246089676747,0.0,0.0,0,0,0
56,6,0,0,0.9550000000000003,0.9625000000000001,0.4832535885167464,0.5143540669856459,0.0,0.0,0.26666666666666666,0.33333333333333337,0.509,-0.192,0.7580813347236706,0.7090719499478624,0.0,0.0,0,0,1
57,0,11,1,0.9625000000000001,0.55,0.5143540669856459,0.5227272727272727,0.0,0.0,0.36000000000000004,0.39047619047619053,-0.192,0.632,0.7090719499478624,0.9562043795620438,0.0,0.0,0,0,1
58,7,0,1,0.5275000000000001,0.95,0.6495215311004784,0.7691387559808612,0.5,0.6,0.3333333333333333,0.380952380952381,0.297,0.951,0.637643378519291,0.7424400417101147,0.0,0.0,0,0,0
59,9,11,0,1.0000000000000002,0.4075000000000002,0.6423444976076554,0.7045454545454545,0.2,0.818181818,0.1866666666666667,0.13333333333333336,-0.191,-0.35200000000000004,0.7106360792492179,0.6272158498435871,1.0,0.0,0,0,0
60,6,1,1,0.53,0.76,0.5490430622009569,0.0,0.5,0.333333333,0.6933333333333334,0.5523809523809524,-0.483,0.311,0.6616266944734098,0.7106360792492179,1.0,0.0,0,0,1
61,4,2,0,0.76,0.9650000000000001,0.47248803827751196,0.7667464114832535,0.5,0.222222222,0.08000000000000002,0.3523809523809524,-0.789,0.203,0.5046923879040668,0.7831074035453598,1.0,0.0,0,0,1
62,0,9,0,0.95,1.0000000000000002,0.7691387559808612,0.6423444976076554,0.6,0.2,0.7066666666666668,0.43809523809523815,0.951,-0.191,0.7424400417101147,0.7106360792492179,1.0,0.0,0,0,0
63,6,4,1,0.53,0.76,0.5490430622009569,0.47248803827751196,0.5,0.5,0.4133333333333334,0.5714285714285715,-0.483,-0.789,0.6616266944734098,0.5046923879040668,0.5,0.5,0,0,1
64,2,9,0,0.9650000000000001,1.0000000000000002,0.7667464114832535,0.6423444976076554,0.222222222,0.2,0.6266666666666667,0.29523809523809524,0.203,-0.191,0.7831074035453598,0.7106360792492179,0.0,1.0,0,0,0
65,1,0,0,0.76,0.95,0.0,0.7691387559808612,0.333333333,0.6,0.5866666666666667,0.580952380952381,0.311,0.951,0.7106360792492179,0.7424400417101147,0.0,1.0,0,0,0
66,11,4,1,0.4075000000000002,0.76,0.7045454545454545,0.47248803827751196,0.818181818,0.5,0.52,0.36190476190476195,-0.35200000000000004,-0.789,0.6272158498435871,0.5046923879040668,1.0,0.0,0,0,0
67,9,6,0,1.0000000000000002,0.53,0.6423444976076554,0.5490430622009569,0.2,0.5,0.4533333333333333,0.4190476190476191,-0.191,-0.483,0.7106360792492179,0.6616266944734098,0.0,1.0,0,0,1
68,2,7,0,0.9650000000000001,0.5275000000000001,0.7667464114832535,0.6495215311004784,0.222222222,0.5,0.5333333333333334,0.4761904761904762,0.203,0.297,0.7831074035453598,0.637643378519291,1.0,0.0,0,0,0
69,9,1,0,1.0000000000000002,0.76,0.6423444976076554,0.0,0.2,0.333333333,0.4000000000000001,0.40952380952380957,-0.191,0.311,0.7106360792492179,0.7106360792492179,0.0,1.0,0,0,1
70,6,11,0,0.53,0.4075000000000002,0.5490430622009569,0.7045454545454545,0.5,0.818181818,0.3066666666666667,0.3047619047619048,-0.483,-0.35200000000000004,0.6616266944734098,0.6272158498435871,0.0,0.0,0,0,0
71,0,2,1,0.95,0.9650000000000001,0.7691387559808612,0.7667464114832535,0.6,0.222222222,0.6266666666666667,0.6571428571428573,0.951,0.203,0.7424400417101147,0.7831074035453598,0.0,1.0,0,0,1
72,7,4,0,0.5275000000000001,0.76,0.6495215311004784,0.47248803827751196,0.5,0.5,0.6133333333333333,0.44761904761904764,0.297,-0.789,0.637643378519291,0.5046923879040668,0.0,0.0,0,0,0
73,1,11,0,0.76,0.4075000000000002,0.0,0.7045454545454545,0.333333333,0.818181818,0.36000000000000004,0.31428571428571433,0.311,-0.35200000000000004,0.7106360792492179,0.6272158498435871,0.0,1.0,0,0,1
74,4,9,0,0.76,1.0000000000000002,0.47248803827751196,0.6423444976076554,0.5,0.2,0.4000000000000001,0.43809523809523815,-0.789,-0.191,0.5046923879040668,0.7106360792492179,1.0,0.0,0,0,1
75,6,7,0,0.53,0.5275000000000001,0.5490430622009569,0.6495215311004784,0.5,0.5,0.14666666666666667,0.21904761904761907,-0.483,0.297,0.6616266944734098,0.637643378519291,1.0,0.0,0,0,0
76,2,1,1,0.9650000000000001,0.76,0.7667464114832535,0.0,0.222222222,0.333333333,0.29333333333333333,0.39047619047619053,0.203,0.311,0.7831074035453598,0.7106360792492179,0.0,1.0,0,0,1
77,0,11,1,0.95,0.4075000000000002,0.7691387559808612,0.7045454545454545,0.6,0.818181818,0.3333333333333333,0.36190476190476195,0.951,-0.35200000000000004,0.7424400417101147,0.6272158498435871,0.0,1.0,0,0,0
